r_id,r_c_id,r_start_date,r_end_date,hours,total_cost,r_p_id,r_e_id
2808,3081,2024-07-18 08:44:00,2024-07-18 09:44:00,,,12808,102
2809,3926,2024-07-18 13:22:00,2024-07-18 15:22:00,,,12809,109
2810,3698,2024-07-18 13:40:00,2024-07-18 14:40:00,,,12810,110
2811,3162,2024-07-18 14:15:00,2024-07-18 16:15:00,,,12811,110
2812,3130,2024-07-18 14:24:00,2024-07-18 16:24:00,,,12812,108
2813,3942,2024-07-18 14:44:00,2024-07-18 15:44:00,,,12813,108
2814,1304,2024-07-18 14:45:00,2024-07-18 16:45:00,,,12814,104
2815,3851,2024-07-18 15:22:00,2024-07-18 17:22:00,,,12815,104
2816,3958,2024-07-18 16:48:00,2024-07-18 19:48:00,,,12816,108
2817,2472,2024-07-18 17:07:00,2024-07-18 18:07:00,,,12817,110
2818,4515,2024-07-18 17:40:00,2024-07-18 18:40:00,,,12818,104
2819,1486,2024-07-18 18:14:00,2024-07-18 19:14:00,,,12819,108
2820,1170,2024-07-18 18:36:00,2024-07-18 19:36:00,,,12820,108
2821,4122,2024-07-18 18:38:00,2024-07-18 20:38:00,,,12821,110
2822,2725,2024-07-18 18:43:00,2024-07-18 22:00:00,,,12822,104
2823,1686,2024-07-18 19:28:00,2024-07-18 20:28:00,,,12823,104
2824,838,2024-07-18 20:02:00,2024-07-18 22:00:00,,,12824,108
2825,1197,2024-07-18 20:05:00,2024-07-18 22:00:00,,,12825,110
2826,3824,2024-07-19 08:03:00,2024-07-19 09:03:00,,,12826,101
2827,4815,2024-07-19 09:18:00,2024-07-19 11:18:00,,,12827,101
2828,144,2024-07-19 09:34:00,2024-07-19 11:34:00,,,12828,101
2829,2421,2024-07-19 10:20:00,2024-07-19 11:20:00,,,12829,101
2830,4132,2024-07-19 10:40:00,2024-07-19 12:40:00,,,12830,103
2831,1566,2024-07-19 11:32:00,2024-07-19 13:32:00,,,12831,101
2832,82,2024-07-19 11:59:00,2024-07-19 14:59:00,,,12832,103
2833,2419,2024-07-19 12:26:00,2024-07-19 15:26:00,,,12833,101
2834,458,2024-07-19 12:31:00,2024-07-19 14:31:00,,,12834,103
2835,1408,2024-07-19 12:55:00,2024-07-19 14:55:00,,,12835,101
2836,1736,2024-07-19 13:04:00,2024-07-19 14:04:00,,,12836,101
2837,1415,2024-07-19 13:50:00,2024-07-19 15:50:00,,,12837,106
2838,4087,2024-07-19 13:51:00,2024-07-19 14:51:00,,,12838,101
2839,1990,2024-07-19 13:56:00,2024-07-19 15:56:00,,,12839,106
2840,2663,2024-07-19 14:08:00,2024-07-19 16:08:00,,,12840,112
2841,3933,2024-07-19 14:22:00,2024-07-19 17:22:00,,,12841,112
2842,1074,2024-07-19 14:30:00,2024-07-19 17:30:00,,,12842,112
2843,4653,2024-07-19 14:46:00,2024-07-19 15:46:00,,,12843,112
2844,3010,2024-07-19 14:48:00,2024-07-19 15:48:00,,,12844,112
2845,2078,2024-07-19 16:04:00,2024-07-19 17:04:00,,,12845,112
2846,2611,2024-07-19 16:12:00,2024-07-19 17:12:00,,,12846,103
2847,4222,2024-07-19 16:20:00,2024-07-19 17:20:00,,,12847,112
2848,1303,2024-07-19 17:08:00,2024-07-19 20:08:00,,,12848,107
2849,871,2024-07-19 17:19:00,2024-07-19 19:19:00,,,12849,112
2850,84,2024-07-19 17:36:00,2024-07-19 18:36:00,,,12850,112
2851,3006,2024-07-19 17:39:00,2024-07-19 21:39:00,,,12851,107
2852,4432,2024-07-19 18:39:00,2024-07-19 20:39:00,,,12852,107
2853,407,2024-07-19 19:21:00,2024-07-19 20:21:00,,,12853,107
2854,4707,2024-07-19 19:23:00,2024-07-19 21:23:00,,,12854,112
2855,4737,2024-07-19 20:04:00,2024-07-19 22:00:00,,,12855,103
2856,4695,2024-07-19 20:15:00,2024-07-19 21:15:00,,,12856,103
2857,4414,2024-07-19 20:19:00,2024-07-19 21:19:00,,,12857,107
2858,3496,2024-07-20 07:07:00,2024-07-20 09:07:00,,,12858,108
2859,1635,2024-07-20 07:09:00,2024-07-20 08:09:00,,,12859,110
2860,2015,2024-07-20 07:49:00,2024-07-20 09:49:00,,,12860,112
2861,3598,2024-07-20 07:56:00,2024-07-20 08:56:00,,,12861,112
2862,4583,2024-07-20 08:25:00,2024-07-20 10:25:00,,,12862,112
2863,2815,2024-07-20 08:30:00,2024-07-20 10:30:00,,,12863,112
2864,1888,2024-07-20 08:40:00,2024-07-20 09:40:00,,,12864,108
2865,120,2024-07-20 09:05:00,2024-07-20 11:05:00,,,12865,108
2866,2408,2024-07-20 09:05:00,2024-07-20 10:05:00,,,12866,110
2867,1262,2024-07-20 09:16:00,2024-07-20 11:16:00,,,12867,110
2868,3260,2024-07-20 09:26:00,2024-07-20 10:26:00,,,12868,112
2869,236,2024-07-20 09:47:00,2024-07-20 11:47:00,,,12869,110
2870,622,2024-07-20 10:14:00,2024-07-20 12:14:00,,,12870,110
2871,4103,2024-07-20 10:21:00,2024-07-20 12:21:00,,,12871,108
2872,712,2024-07-20 10:47:00,2024-07-20 11:47:00,,,12872,110
2873,4809,2024-07-20 10:53:00,2024-07-20 12:53:00,,,12873,112
2874,312,2024-07-20 11:04:00,2024-07-20 13:04:00,,,12874,108
2875,3365,2024-07-20 11:08:00,2024-07-20 13:08:00,,,12875,108
2876,3544,2024-07-20 11:12:00,2024-07-20 13:12:00,,,12876,110
2877,4885,2024-07-20 11:44:00,2024-07-20 14:44:00,,,12877,110
2878,3692,2024-07-20 11:46:00,2024-07-20 13:46:00,,,12878,110
2879,4884,2024-07-20 11:51:00,2024-07-20 13:51:00,,,12879,112
2880,4542,2024-07-20 12:09:00,2024-07-20 14:09:00,,,12880,112
2881,1137,2024-07-20 13:36:00,2024-07-20 14:36:00,,,12881,110
2882,899,2024-07-20 14:10:00,2024-07-20 16:10:00,,,12882,111
2883,606,2024-07-20 14:16:00,2024-07-20 15:16:00,,,12883,111
2884,1981,2024-07-20 14:18:00,2024-07-20 16:18:00,,,12884,110
2885,341,2024-07-20 14:42:00,2024-07-20 16:42:00,,,12885,111
2886,192,2024-07-20 14:53:00,2024-07-20 17:53:00,,,12886,111
2887,1705,2024-07-20 15:57:00,2024-07-20 17:57:00,,,12887,102
2888,917,2024-07-20 16:16:00,2024-07-20 18:16:00,,,12888,102
2889,4371,2024-07-20 16:31:00,2024-07-20 18:31:00,,,12889,111
2890,31,2024-07-20 16:33:00,2024-07-20 18:33:00,,,12890,102
2891,2144,2024-07-20 17:13:00,2024-07-20 19:13:00,,,12891,110
2892,2240,2024-07-20 17:42:00,2024-07-20 19:42:00,,,12892,111
2893,4539,2024-07-20 18:02:00,2024-07-20 21:02:00,,,12893,102
2894,4806,2024-07-20 18:29:00,2024-07-20 19:29:00,,,12894,102
2895,4971,2024-07-20 18:33:00,2024-07-20 20:33:00,,,12895,110
2896,3087,2024-07-20 19:23:00,2024-07-20 21:23:00,,,12897,111
2897,3410,2024-07-20 19:23:00,2024-07-20 21:23:00,,,12896,111
2898,4392,2024-07-20 19:43:00,2024-07-20 21:43:00,,,12898,102
2899,4869,2024-07-20 20:32:00,2024-07-20 22:00:00,,,12899,102
2900,4958,2024-07-20 20:43:00,2024-07-20 22:00:00,,,12900,102
2901,4219,2024-07-21 07:06:00,2024-07-21 09:06:00,,,12901,107
2902,4672,2024-07-21 07:08:00,2024-07-21 11:08:00,,,12902,102
2903,2203,2024-07-21 08:05:00,2024-07-21 12:05:00,,,12903,108
2904,1224,2024-07-21 08:17:00,2024-07-21 12:17:00,,,12904,108
2905,4310,2024-07-21 08:31:00,2024-07-21 11:31:00,,,12905,108
2906,4390,2024-07-21 08:43:00,2024-07-21 09:43:00,,,12906,102
2907,4324,2024-07-21 08:46:00,2024-07-21 10:46:00,,,12907,108
2908,1805,2024-07-21 09:15:00,2024-07-21 11:15:00,,,12908,108
2909,641,2024-07-21 09:40:00,2024-07-21 10:40:00,,,12909,102
2910,3634,2024-07-21 10:13:00,2024-07-21 12:13:00,,,12910,108
2911,2896,2024-07-21 10:24:00,2024-07-21 11:24:00,,,12911,102
2912,1824,2024-07-21 10:33:00,2024-07-21 11:33:00,,,12912,102
2913,4065,2024-07-21 11:00:00,2024-07-21 12:00:00,,,12913,108
2914,410,2024-07-21 11:01:00,2024-07-21 12:01:00,,,12914,102
2915,3795,2024-07-21 11:33:00,2024-07-21 12:33:00,,,12915,107
2916,4228,2024-07-21 11:48:00,2024-07-21 13:48:00,,,12916,102
2917,1073,2024-07-21 11:58:00,2024-07-21 13:58:00,,,12917,102
2918,367,2024-07-21 13:25:00,2024-07-21 14:25:00,,,12918,107
2919,670,2024-07-21 13:30:00,2024-07-21 14:30:00,,,12919,108
2920,2413,2024-07-21 14:06:00,2024-07-21 16:06:00,,,12920,102
2921,3205,2024-07-21 14:16:00,2024-07-21 15:16:00,,,12921,105
2922,3524,2024-07-21 15:00:00,2024-07-21 17:00:00,,,12922,109
2923,3330,2024-07-21 15:24:00,2024-07-21 17:24:00,,,12923,109
2924,2155,2024-07-21 15:32:00,2024-07-21 16:32:00,,,12924,109
2925,386,2024-07-21 15:50:00,2024-07-21 17:50:00,,,12925,105
2926,887,2024-07-21 16:28:00,2024-07-21 17:28:00,,,12926,102
2927,3482,2024-07-21 16:34:00,2024-07-21 19:34:00,,,12927,109
2928,283,2024-07-21 16:39:00,2024-07-21 20:39:00,,,12928,105
2929,3028,2024-07-21 16:51:00,2024-07-21 17:51:00,,,12929,109
2930,3974,2024-07-21 17:24:00,2024-07-21 20:24:00,,,12930,102
2931,4584,2024-07-21 17:27:00,2024-07-21 18:27:00,,,12931,102
2932,4417,2024-07-21 17:46:00,2024-07-21 19:46:00,,,12932,105
2933,3031,2024-07-21 17:56:00,2024-07-21 21:56:00,,,12933,105
2934,3567,2024-07-21 18:03:00,2024-07-21 21:03:00,,,12934,102
2935,4566,2024-07-21 18:16:00,2024-07-21 19:16:00,,,12935,105
2936,3698,2024-07-21 19:12:00,2024-07-21 22:00:00,,,12936,102
2937,2061,2024-07-21 20:19:00,2024-07-21 22:00:00,,,12937,105
2938,361,2024-07-22 07:54:00,2024-07-22 09:54:00,,,12938,101
2939,867,2024-07-22 07:55:00,2024-07-22 10:55:00,,,12939,106
2940,1149,2024-07-22 09:56:00,2024-07-22 11:56:00,,,12940,101
2941,2042,2024-07-22 10:21:00,2024-07-22 11:21:00,,,12941,111
2942,3010,2024-07-22 11:12:00,2024-07-22 12:12:00,,,12942,106
2943,1097,2024-07-22 12:14:00,2024-07-22 14:14:00,,,12943,111
2944,1347,2024-07-22 12:28:00,2024-07-22 13:28:00,,,12944,106
2945,4422,2024-07-22 14:02:00,2024-07-22 16:02:00,,,12945,104
2946,4426,2024-07-22 14:24:00,2024-07-22 15:24:00,,,12946,104
2947,408,2024-07-22 14:24:00,2024-07-22 16:24:00,,,12947,106
2948,3734,2024-07-22 15:34:00,2024-07-22 17:34:00,,,12948,110
2949,2138,2024-07-22 16:38:00,2024-07-22 17:38:00,,,12949,110
2950,1298,2024-07-22 16:59:00,2024-07-22 20:59:00,,,12950,104
2951,3064,2024-07-22 18:30:00,2024-07-22 20:30:00,,,12951,110
2952,4236,2024-07-22 19:34:00,2024-07-22 21:34:00,,,12952,106
2953,968,2024-07-23 09:48:00,2024-07-23 11:48:00,,,12953,102
2954,2765,2024-07-23 10:36:00,2024-07-23 13:36:00,,,12954,107
2955,10,2024-07-23 11:05:00,2024-07-23 12:05:00,,,12955,107
2956,3803,2024-07-23 11:18:00,2024-07-23 15:18:00,,,12956,107
2957,2896,2024-07-23 14:10:00,2024-07-23 16:10:00,,,12957,110
2958,1372,2024-07-23 16:03:00,2024-07-23 17:03:00,,,12958,108
2959,3050,2024-07-23 16:31:00,2024-07-23 17:31:00,,,12959,110
2960,431,2024-07-23 16:33:00,2024-07-23 17:33:00,,,12960,112
2961,1595,2024-07-23 16:50:00,2024-07-23 19:50:00,,,12961,108
2962,2097,2024-07-23 17:51:00,2024-07-23 19:51:00,,,12962,108
2963,451,2024-07-23 18:08:00,2024-07-23 19:08:00,,,12963,112
2964,4656,2024-07-23 18:47:00,2024-07-23 19:47:00,,,12964,108
2965,740,2024-07-23 20:40:00,2024-07-23 22:00:00,,,12965,110
2966,3510,2024-07-24 07:04:00,2024-07-24 08:04:00,,,12966,104
2967,2637,2024-07-24 07:08:00,2024-07-24 08:08:00,,,12967,104
2968,2296,2024-07-24 07:28:00,2024-07-24 08:28:00,,,12968,106
2969,119,2024-07-24 08:34:00,2024-07-24 09:34:00,,,12969,104
2970,1996,2024-07-24 08:57:00,2024-07-24 12:57:00,,,12970,104
2971,4384,2024-07-24 10:17:00,2024-07-24 12:17:00,,,12971,104
2972,2488,2024-07-24 10:35:00,2024-07-24 12:35:00,,,12972,111
2973,4149,2024-07-24 11:03:00,2024-07-24 14:03:00,,,12973,106
2974,2859,2024-07-24 11:04:00,2024-07-24 15:04:00,,,12974,106
2975,1312,2024-07-24 11:32:00,2024-07-24 12:32:00,,,12975,111
2976,1681,2024-07-24 12:22:00,2024-07-24 14:22:00,,,12976,111
2977,4881,2024-07-24 12:46:00,2024-07-24 13:46:00,,,12977,106
2978,2921,2024-07-24 14:17:00,2024-07-24 18:17:00,,,12978,103
2979,3433,2024-07-24 16:37:00,2024-07-24 17:37:00,,,12979,111
2980,1828,2024-07-24 17:29:00,2024-07-24 18:29:00,,,12980,111
2981,4339,2024-07-24 17:46:00,2024-07-24 19:46:00,,,12981,103
2982,3263,2024-07-24 17:59:00,2024-07-24 18:59:00,,,12982,105
2983,3374,2024-07-24 19:34:00,2024-07-24 22:00:00,,,12983,103
2984,323,2024-07-24 20:02:00,2024-07-24 22:00:00,,,12984,111
2985,4665,2024-07-24 20:33:00,2024-07-24 22:00:00,,,12985,105
2986,1853,2024-07-25 07:03:00,2024-07-25 10:03:00,,,12986,104
2987,484,2024-07-25 07:11:00,2024-07-25 09:11:00,,,12987,109
2988,2272,2024-07-25 07:37:00,2024-07-25 08:37:00,,,12988,109
2989,2873,2024-07-25 10:16:00,2024-07-25 11:16:00,,,12989,104
2990,3701,2024-07-25 10:32:00,2024-07-25 13:32:00,,,12990,104
2991,2235,2024-07-25 10:47:00,2024-07-25 13:47:00,,,12991,104
2992,1066,2024-07-25 10:57:00,2024-07-25 12:57:00,,,12992,104
2993,1922,2024-07-25 11:46:00,2024-07-25 14:46:00,,,12993,104
2994,819,2024-07-25 11:56:00,2024-07-25 14:56:00,,,12994,104
2995,1570,2024-07-25 12:25:00,2024-07-25 13:25:00,,,12995,104
2996,2240,2024-07-25 12:59:00,2024-07-25 13:59:00,,,12996,104
2997,67,2024-07-25 13:28:00,2024-07-25 15:28:00,,,12997,104
2998,2393,2024-07-25 14:40:00,2024-07-25 15:40:00,,,12998,102
2999,4952,2024-07-25 16:14:00,2024-07-25 19:14:00,,,12999,102
3000,640,2024-07-25 17:00:00,2024-07-25 19:00:00,,,13000,106
3001,1189,2024-07-25 17:37:00,2024-07-25 19:37:00,,,13001,106
3002,4388,2024-07-25 18:31:00,2024-07-25 20:31:00,,,13002,106
3003,980,2024-07-25 18:48:00,2024-07-25 19:48:00,,,13003,102
3004,3231,2024-07-25 19:40:00,2024-07-25 22:00:00,,,13004,106
3005,2391,2024-07-25 19:48:00,2024-07-25 20:48:00,,,13005,106
3006,946,2024-07-25 20:03:00,2024-07-25 22:00:00,,,13006,106
3007,2244,2024-07-25 20:31:00,2024-07-25 21:31:00,,,13007,106
3008,3637,2024-07-25 20:33:00,2024-07-25 22:00:00,,,13008,112
3009,1446,2024-07-26 07:35:00,2024-07-26 09:35:00,,,13009,107
3010,1481,2024-07-26 08:25:00,2024-07-26 09:25:00,,,13010,101
3011,4678,2024-07-26 08:32:00,2024-07-26 10:32:00,,,13011,107
3012,4312,2024-07-26 09:30:00,2024-07-26 10:30:00,,,13012,107
3013,4784,2024-07-26 09:36:00,2024-07-26 10:36:00,,,13013,106
3014,3870,2024-07-26 10:01:00,2024-07-26 11:01:00,,,13014,101
3015,1768,2024-07-26 10:35:00,2024-07-26 11:35:00,,,13015,107
3016,871,2024-07-26 10:36:00,2024-07-26 14:36:00,,,13016,101
3017,2292,2024-07-26 11:31:00,2024-07-26 14:31:00,,,13017,107
3018,3648,2024-07-26 11:56:00,2024-07-26 12:56:00,,,13018,101
3019,3906,2024-07-26 12:28:00,2024-07-26 13:28:00,,,13019,106
3020,2532,2024-07-26 12:47:00,2024-07-26 14:47:00,,,13020,106
3021,261,2024-07-26 12:55:00,2024-07-26 15:55:00,,,13021,107
3022,2503,2024-07-26 13:04:00,2024-07-26 15:04:00,,,13022,107
3023,1392,2024-07-26 13:29:00,2024-07-26 17:29:00,,,13023,101
3024,2549,2024-07-26 14:15:00,2024-07-26 15:15:00,,,13024,106
3025,258,2024-07-26 14:22:00,2024-07-26 17:22:00,,,13025,104
3026,442,2024-07-26 14:36:00,2024-07-26 16:36:00,,,13026,106
3027,2549,2024-07-26 14:42:00,2024-07-26 15:42:00,,,13027,106
3028,1535,2024-07-26 14:46:00,2024-07-26 17:46:00,,,13028,106
3029,502,2024-07-26 14:59:00,2024-07-26 15:59:00,,,13029,103
3030,287,2024-07-26 15:08:00,2024-07-26 19:08:00,,,13030,103
3031,4480,2024-07-26 15:35:00,2024-07-26 18:35:00,,,13031,104
3032,3682,2024-07-26 15:48:00,2024-07-26 16:48:00,,,13032,104
3033,456,2024-07-26 16:13:00,2024-07-26 18:13:00,,,13033,106
3034,2730,2024-07-26 16:17:00,2024-07-26 17:17:00,,,13034,106
3035,4353,2024-07-26 16:31:00,2024-07-26 19:31:00,,,13035,106
3036,2444,2024-07-26 16:48:00,2024-07-26 18:48:00,,,13036,106
3037,4088,2024-07-26 19:20:00,2024-07-26 21:20:00,,,13037,103
3038,1739,2024-07-26 20:20:00,2024-07-26 22:00:00,,,13038,106
3039,3129,2024-07-26 20:20:00,2024-07-26 22:00:00,,,13039,103
3040,2052,2024-07-26 20:25:00,2024-07-26 22:00:00,,,13040,104
3041,4679,2024-07-26 20:27:00,2024-07-26 22:00:00,,,13041,103
3042,268,2024-07-26 20:28:00,2024-07-26 22:00:00,,,13042,103
3043,2925,2024-07-26 20:53:00,2024-07-26 22:00:00,,,13043,103
3044,2166,2024-07-27 07:23:00,2024-07-27 10:23:00,,,13044,105
3045,3053,2024-07-27 07:47:00,2024-07-27 10:47:00,,,13045,105
3046,3330,2024-07-27 08:07:00,2024-07-27 09:07:00,,,13046,110
3047,4839,2024-07-27 08:07:00,2024-07-27 10:07:00,,,13047,102
3048,2215,2024-07-27 08:13:00,2024-07-27 11:13:00,,,13048,110
3049,4577,2024-07-27 08:22:00,2024-07-27 10:22:00,,,13049,102
3050,1319,2024-07-27 09:36:00,2024-07-27 13:36:00,,,13050,102
3051,4715,2024-07-27 09:37:00,2024-07-27 13:37:00,,,13051,102
3052,4441,2024-07-27 09:39:00,2024-07-27 11:39:00,,,13052,105
3053,556,2024-07-27 09:40:00,2024-07-27 11:40:00,,,13053,102
3054,420,2024-07-27 09:56:00,2024-07-27 10:56:00,,,13054,102
3055,4045,2024-07-27 10:10:00,2024-07-27 14:10:00,,,13055,110
3056,999,2024-07-27 10:15:00,2024-07-27 12:15:00,,,13056,102
3057,3327,2024-07-27 10:18:00,2024-07-27 12:18:00,,,13057,110
3058,1238,2024-07-27 10:21:00,2024-07-27 11:21:00,,,13058,105
3059,909,2024-07-27 10:44:00,2024-07-27 13:44:00,,,13059,102
3060,1698,2024-07-27 10:59:00,2024-07-27 12:59:00,,,13060,110
3061,632,2024-07-27 11:07:00,2024-07-27 12:07:00,,,13061,110
3062,509,2024-07-27 11:26:00,2024-07-27 14:26:00,,,13062,102
3063,2567,2024-07-27 11:50:00,2024-07-27 13:50:00,,,13063,105
3064,3174,2024-07-27 11:51:00,2024-07-27 13:51:00,,,13064,102
3065,3683,2024-07-27 12:26:00,2024-07-27 15:26:00,,,13065,102
3066,2016,2024-07-27 12:56:00,2024-07-27 16:56:00,,,13066,102
3067,4698,2024-07-27 13:33:00,2024-07-27 14:33:00,,,13067,102
3068,4505,2024-07-27 13:58:00,2024-07-27 17:58:00,,,13068,102
3069,1893,2024-07-27 14:05:00,2024-07-27 17:05:00,,,13069,110
3070,2599,2024-07-27 14:13:00,2024-07-27 17:13:00,,,13070,103
3071,3979,2024-07-27 14:18:00,2024-07-27 16:18:00,,,13071,106
3072,1952,2024-07-27 14:44:00,2024-07-27 16:44:00,,,13072,103
3073,2286,2024-07-27 15:19:00,2024-07-27 16:19:00,,,13073,106
3074,2901,2024-07-27 15:31:00,2024-07-27 16:31:00,,,13074,103
3075,3979,2024-07-27 15:48:00,2024-07-27 19:48:00,,,13075,110
3076,2261,2024-07-27 16:15:00,2024-07-27 18:15:00,,,13076,110
3077,3535,2024-07-27 16:19:00,2024-07-27 17:19:00,,,13077,106
3078,3635,2024-07-27 16:30:00,2024-07-27 19:30:00,,,13078,110
3079,3473,2024-07-27 16:38:00,2024-07-27 19:38:00,,,13079,103
3080,4646,2024-07-27 16:58:00,2024-07-27 17:58:00,,,13080,110
3081,928,2024-07-27 17:22:00,2024-07-27 18:22:00,,,13081,103
3082,32,2024-07-27 17:31:00,2024-07-27 18:31:00,,,13082,103
3083,37,2024-07-27 17:33:00,2024-07-27 20:33:00,,,13083,103
3084,1398,2024-07-27 17:34:00,2024-07-27 19:34:00,,,13084,103
3085,1097,2024-07-27 17:35:00,2024-07-27 19:35:00,,,13085,110
3086,371,2024-07-27 17:37:00,2024-07-27 20:37:00,,,13086,103
3087,3654,2024-07-27 17:47:00,2024-07-27 19:47:00,,,13087,106
3088,3843,2024-07-27 18:27:00,2024-07-27 20:27:00,,,13088,106
3089,4056,2024-07-27 18:39:00,2024-07-27 21:39:00,,,13089,106
3090,4815,2024-07-27 19:19:00,2024-07-27 21:19:00,,,13090,106
3091,3021,2024-07-27 19:44:00,2024-07-27 21:44:00,,,13091,110
3092,1893,2024-07-27 19:44:00,2024-07-27 21:44:00,,,13092,106
3093,537,2024-07-27 19:50:00,2024-07-27 21:50:00,,,13093,110
3094,4509,2024-07-27 20:22:00,2024-07-27 21:22:00,,,13094,103
3095,2877,2024-07-27 20:41:00,2024-07-27 22:00:00,,,13095,110
3096,1097,2024-07-27 20:56:00,2024-07-27 22:00:00,,,13096,110
3097,4586,2024-07-28 07:18:00,2024-07-28 09:18:00,,,13097,108
3098,2458,2024-07-28 07:19:00,2024-07-28 10:19:00,,,13098,107
3099,246,2024-07-28 07:26:00,2024-07-28 09:26:00,,,13099,111
3100,1166,2024-07-28 07:33:00,2024-07-28 10:33:00,,,13100,111
3101,1017,2024-07-28 07:40:00,2024-07-28 08:40:00,,,13101,107
3102,4211,2024-07-28 09:20:00,2024-07-28 11:20:00,,,13102,108
3103,961,2024-07-28 09:52:00,2024-07-28 12:52:00,,,13103,111
3104,2269,2024-07-28 10:02:00,2024-07-28 14:02:00,,,13104,108
3105,4885,2024-07-28 10:39:00,2024-07-28 11:39:00,,,13105,108
3106,3654,2024-07-28 10:41:00,2024-07-28 12:41:00,,,13106,107
3107,684,2024-07-28 10:44:00,2024-07-28 12:44:00,,,13107,108
3108,101,2024-07-28 11:53:00,2024-07-28 15:53:00,,,13108,107
3109,3972,2024-07-28 12:37:00,2024-07-28 14:37:00,,,13109,108
3110,1039,2024-07-28 12:46:00,2024-07-28 14:46:00,,,13110,107
3111,1503,2024-07-28 12:49:00,2024-07-28 14:49:00,,,13111,111
3112,4406,2024-07-28 13:12:00,2024-07-28 14:12:00,,,13112,108
3113,1440,2024-07-28 13:30:00,2024-07-28 17:30:00,,,13113,108
3114,1091,2024-07-28 13:33:00,2024-07-28 15:33:00,,,13114,107
3115,3830,2024-07-28 13:58:00,2024-07-28 15:58:00,,,13115,107
3116,1188,2024-07-28 14:06:00,2024-07-28 16:06:00,,,13116,109
3117,122,2024-07-28 14:29:00,2024-07-28 16:29:00,,,13117,109
3118,103,2024-07-28 14:57:00,2024-07-28 15:57:00,,,13118,111
3119,2692,2024-07-28 14:58:00,2024-07-28 16:58:00,,,13119,109
3120,4387,2024-07-28 15:10:00,2024-07-28 18:10:00,,,13120,103
3121,2089,2024-07-28 15:57:00,2024-07-28 18:57:00,,,13121,103
3122,568,2024-07-28 16:13:00,2024-07-28 18:13:00,,,13122,111
3123,2115,2024-07-28 17:16:00,2024-07-28 18:16:00,,,13123,109
3124,4009,2024-07-28 18:02:00,2024-07-28 20:02:00,,,13124,111
3125,4243,2024-07-28 18:10:00,2024-07-28 21:10:00,,,13125,103
3126,4457,2024-07-28 18:29:00,2024-07-28 19:29:00,,,13126,111
3127,1770,2024-07-28 18:34:00,2024-07-28 20:34:00,,,13127,103
3128,3656,2024-07-28 18:53:00,2024-07-28 19:53:00,,,13128,109
3129,3025,2024-07-28 19:21:00,2024-07-28 21:21:00,,,13129,109
3130,1177,2024-07-28 19:32:00,2024-07-28 22:00:00,,,13130,103
3131,4014,2024-07-28 20:05:00,2024-07-28 22:00:00,,,13131,109
3132,1692,2024-07-29 08:13:00,2024-07-29 10:13:00,,,13132,101
3133,2893,2024-07-29 09:47:00,2024-07-29 10:47:00,,,13133,101
3134,4858,2024-07-29 11:32:00,2024-07-29 13:32:00,,,13134,105
3135,2739,2024-07-29 12:07:00,2024-07-29 14:07:00,,,13135,101
3136,2908,2024-07-29 12:16:00,2024-07-29 15:16:00,,,13136,105
3137,4222,2024-07-29 13:00:00,2024-07-29 15:00:00,,,13137,101
3138,3362,2024-07-29 13:49:00,2024-07-29 15:49:00,,,13138,105
3139,228,2024-07-29 15:44:00,2024-07-29 18:44:00,,,13139,107
3140,2483,2024-07-29 17:05:00,2024-07-29 18:05:00,,,13140,105
3141,1763,2024-07-29 17:35:00,2024-07-29 19:35:00,,,13141,106
3142,3798,2024-07-29 18:29:00,2024-07-29 20:29:00,,,13142,106
3143,3993,2024-07-29 18:34:00,2024-07-29 21:34:00,,,13143,106
3144,4995,2024-07-29 20:34:00,2024-07-29 22:00:00,,,13144,106
3145,240,2024-07-30 11:04:00,2024-07-30 14:04:00,,,13145,112
3146,4517,2024-07-30 11:13:00,2024-07-30 12:13:00,,,13146,110
3147,2426,2024-07-30 11:38:00,2024-07-30 13:38:00,,,13147,105
3148,4032,2024-07-30 11:56:00,2024-07-30 14:56:00,,,13148,110
3149,2412,2024-07-30 12:10:00,2024-07-30 14:10:00,,,13149,110
3150,533,2024-07-30 12:32:00,2024-07-30 13:32:00,,,13150,105
3151,769,2024-07-30 12:38:00,2024-07-30 14:38:00,,,13151,112
3152,1811,2024-07-30 15:16:00,2024-07-30 17:16:00,,,13152,101
3153,444,2024-07-30 15:44:00,2024-07-30 18:44:00,,,13153,101
3154,4769,2024-07-30 16:17:00,2024-07-30 18:17:00,,,13154,105
3155,877,2024-07-30 18:43:00,2024-07-30 20:43:00,,,13155,103
3156,2909,2024-07-30 20:56:00,2024-07-30 22:00:00,,,13156,101
3157,4286,2024-07-31 07:56:00,2024-07-31 09:56:00,,,13157,111
3158,2596,2024-07-31 07:58:00,2024-07-31 09:58:00,,,13158,111
3159,3645,2024-07-31 07:59:00,2024-07-31 09:59:00,,,13159,111
3160,2878,2024-07-31 09:14:00,2024-07-31 12:14:00,,,13160,109
3161,3933,2024-07-31 10:04:00,2024-07-31 12:04:00,,,13161,109
3162,4872,2024-07-31 11:18:00,2024-07-31 14:18:00,,,13162,105
3163,3204,2024-07-31 11:34:00,2024-07-31 13:34:00,,,13163,111
3164,2251,2024-07-31 14:30:00,2024-07-31 16:30:00,,,13164,101
3165,3870,2024-07-31 14:55:00,2024-07-31 17:55:00,,,13165,111
3166,2736,2024-07-31 15:22:00,2024-07-31 18:22:00,,,13166,101
