p_id,p_type,p_date,p_amount,p_c_id,p_e_id
12910,Credit Card,2024-07-21 10:13:00,,3634,108
12911,Credit Card,2024-07-21 10:24:00,,2896,102
12912,Cash,2024-07-21 10:33:00,,1824,102
12913,Credit Card,2024-07-21 11:00:00,,4065,108
12914,Credit Card,2024-07-21 11:01:00,,410,102
12915,Credit Card,2024-07-21 11:33:00,,3795,107
12916,Online,2024-07-21 11:48:00,,4228,102
12917,Credit Card,2024-07-21 11:58:00,,1073,102
12918,Credit Card,2024-07-21 13:25:00,,367,107
12919,Cash,2024-07-21 13:30:00,,670,108
12920,Cash,2024-07-21 14:06:00,,2413,102
12921,Credit Card,2024-07-21 14:16:00,,3205,105
12922,Credit Card,2024-07-21 15:00:00,,3524,109
12923,Online,2024-07-21 15:24:00,,3330,109
12924,Credit Card,2024-07-21 15:32:00,,2155,109
12925,Credit Card,2024-07-21 15:50:00,,386,105
12926,Credit Card,2024-07-21 16:28:00,,887,102
12927,Credit Card,2024-07-21 16:34:00,,3482,109
12928,Online,2024-07-21 16:39:00,,283,105
12929,Credit Card,2024-07-21 16:51:00,,3028,109
12930,Credit Card,2024-07-21 17:24:00,,3974,102
12931,Online,2024-07-21 17:27:00,,4584,102
12932,Credit Card,2024-07-21 17:46:00,,4417,105
12933,Online,2024-07-21 17:56:00,,3031,105
12934,Online,2024-07-21 18:03:00,,3567,102
12935,Credit Card,2024-07-21 18:16:00,,4566,105
12936,Credit Card,2024-07-21 19:12:00,,3698,102
12937,Credit Card,2024-07-21 20:19:00,,2061,105
12938,Credit Card,2024-07-22 07:54:00,,361,101
12939,Credit Card,2024-07-22 07:55:00,,867,106
12940,Credit Card,2024-07-22 09:56:00,,1149,101
12941,Credit Card,2024-07-22 10:21:00,,2042,111
12942,Credit Card,2024-07-22 11:12:00,,3010,106
12943,Credit Card,2024-07-22 12:14:00,,1097,111
12944,Credit Card,2024-07-22 12:28:00,,1347,106
12945,Credit Card,2024-07-22 14:02:00,,4422,104
12946,Credit Card,2024-07-22 14:24:00,,4426,104
12947,Online,2024-07-22 14:24:00,,408,106
12948,Credit Card,2024-07-22 15:34:00,,3734,110
12949,Online,2024-07-22 16:38:00,,2138,110
12950,Credit Card,2024-07-22 16:59:00,,1298,104
12951,Credit Card,2024-07-22 18:30:00,,3064,110
12952,Cash,2024-07-22 19:34:00,,4236,106
12953,Credit Card,2024-07-23 09:48:00,,968,102
12954,Credit Card,2024-07-23 10:36:00,,2765,107
12955,Online,2024-07-23 11:05:00,,10,107
12956,Credit Card,2024-07-23 11:18:00,,3803,107
12957,Credit Card,2024-07-23 14:10:00,,2896,110
12958,Credit Card,2024-07-23 16:03:00,,1372,108
12959,Credit Card,2024-07-23 16:31:00,,3050,110
12960,Credit Card,2024-07-23 16:33:00,,431,112
12961,Credit Card,2024-07-23 16:50:00,,1595,108
12962,Online,2024-07-23 17:51:00,,2097,108
12963,Cash,2024-07-23 18:08:00,,451,112
12964,Credit Card,2024-07-23 18:47:00,,4656,108
12965,Credit Card,2024-07-23 20:40:00,,740,110
12966,Credit Card,2024-07-24 07:04:00,,3510,104
12967,Credit Card,2024-07-24 07:08:00,,2637,104
12968,Online,2024-07-24 07:28:00,,2296,106
12969,Credit Card,2024-07-24 08:34:00,,119,104
12970,Credit Card,2024-07-24 08:57:00,,1996,104
12971,Online,2024-07-24 10:17:00,,4384,104
12972,Online,2024-07-24 10:35:00,,2488,111
12973,Credit Card,2024-07-24 11:03:00,,4149,106
12974,Cash,2024-07-24 11:04:00,,2859,106
12975,Credit Card,2024-07-24 11:32:00,,1312,111
12976,Credit Card,2024-07-24 12:22:00,,1681,111
12977,Cash,2024-07-24 12:46:00,,4881,106
12978,Cash,2024-07-24 14:17:00,,2921,103
12979,Credit Card,2024-07-24 16:37:00,,3433,111
12980,Credit Card,2024-07-24 17:29:00,,1828,111
12981,Online,2024-07-24 17:46:00,,4339,103
12982,Credit Card,2024-07-24 17:59:00,,3263,105
12983,Credit Card,2024-07-24 19:34:00,,3374,103
12984,Credit Card,2024-07-24 20:02:00,,323,111
12985,Credit Card,2024-07-24 20:33:00,,4665,105
12986,Online,2024-07-25 07:03:00,,1853,104
12987,Credit Card,2024-07-25 07:11:00,,484,109
12988,Online,2024-07-25 07:37:00,,2272,109
12989,Credit Card,2024-07-25 10:16:00,,2873,104
12990,Cash,2024-07-25 10:32:00,,3701,104
12991,Credit Card,2024-07-25 10:47:00,,2235,104
12992,Online,2024-07-25 10:57:00,,1066,104
12993,Credit Card,2024-07-25 11:46:00,,1922,104
12994,Credit Card,2024-07-25 11:56:00,,819,104
12995,Credit Card,2024-07-25 12:25:00,,1570,104
12996,Credit Card,2024-07-25 12:59:00,,2240,104
12997,Credit Card,2024-07-25 13:28:00,,67,104
12998,Cash,2024-07-25 14:40:00,,2393,102
12999,Credit Card,2024-07-25 16:14:00,,4952,102
13000,Online,2024-07-25 17:00:00,,640,106
13001,Credit Card,2024-07-25 17:37:00,,1189,106
13002,Cash,2024-07-25 18:31:00,,4388,106
13003,Credit Card,2024-07-25 18:48:00,,980,102
13004,Cash,2024-07-25 19:40:00,,3231,106
13005,Credit Card,2024-07-25 19:48:00,,2391,106
13006,Credit Card,2024-07-25 20:03:00,,946,106
13007,Online,2024-07-25 20:31:00,,2244,106
13008,Credit Card,2024-07-25 20:33:00,,3637,112
13009,Credit Card,2024-07-26 07:35:00,,1446,107
13010,Online,2024-07-26 08:25:00,,1481,101
13011,Cash,2024-07-26 08:32:00,,4678,107
13012,Credit Card,2024-07-26 09:30:00,,4312,107
13013,Cash,2024-07-26 09:36:00,,4784,106
13014,Credit Card,2024-07-26 10:01:00,,3870,101
13015,Credit Card,2024-07-26 10:35:00,,1768,107
13016,Credit Card,2024-07-26 10:36:00,,871,101
13017,Credit Card,2024-07-26 11:31:00,,2292,107
13018,Credit Card,2024-07-26 11:56:00,,3648,101
13019,Credit Card,2024-07-26 12:28:00,,3906,106
13020,Credit Card,2024-07-26 12:47:00,,2532,106
13021,Credit Card,2024-07-26 12:55:00,,261,107
13022,Credit Card,2024-07-26 13:04:00,,2503,107
13023,Credit Card,2024-07-26 13:29:00,,1392,101
13024,Credit Card,2024-07-26 14:15:00,,2549,106
13025,Credit Card,2024-07-26 14:22:00,,258,104
13026,Credit Card,2024-07-26 14:36:00,,442,106
13027,Credit Card,2024-07-26 14:42:00,,2549,106
13028,Online,2024-07-26 14:46:00,,1535,106
13029,Online,2024-07-26 14:59:00,,502,103
13030,Cash,2024-07-26 15:08:00,,287,103
13031,Cash,2024-07-26 15:35:00,,4480,104
13032,Cash,2024-07-26 15:48:00,,3682,104
13033,Credit Card,2024-07-26 16:13:00,,456,106
13034,Credit Card,2024-07-26 16:17:00,,2730,106
13035,Cash,2024-07-26 16:31:00,,4353,106
13036,Credit Card,2024-07-26 16:48:00,,2444,106
13037,Credit Card,2024-07-26 19:20:00,,4088,103
13038,Credit Card,2024-07-26 20:20:00,,1739,106
13039,Credit Card,2024-07-26 20:20:00,,3129,103
13040,Credit Card,2024-07-26 20:25:00,,2052,104
13041,Credit Card,2024-07-26 20:27:00,,4679,103
13042,Credit Card,2024-07-26 20:28:00,,268,103
13043,Credit Card,2024-07-26 20:53:00,,2925,103
13044,Credit Card,2024-07-27 07:23:00,,2166,105
13045,Credit Card,2024-07-27 07:47:00,,3053,105
13046,Credit Card,2024-07-27 08:07:00,,3330,110
13047,Credit Card,2024-07-27 08:07:00,,4839,102
13048,Credit Card,2024-07-27 08:13:00,,2215,110
13049,Cash,2024-07-27 08:22:00,,4577,102
13050,Cash,2024-07-27 09:36:00,,1319,102
13051,Credit Card,2024-07-27 09:37:00,,4715,102
13052,Online,2024-07-27 09:39:00,,4441,105
13053,Credit Card,2024-07-27 09:40:00,,556,102
13054,Credit Card,2024-07-27 09:56:00,,420,102
13055,Cash,2024-07-27 10:10:00,,4045,110
13056,Credit Card,2024-07-27 10:15:00,,999,102
13057,Credit Card,2024-07-27 10:18:00,,3327,110
13058,Cash,2024-07-27 10:21:00,,1238,105
13059,Credit Card,2024-07-27 10:44:00,,909,102
13060,Cash,2024-07-27 10:59:00,,1698,110
13061,Credit Card,2024-07-27 11:07:00,,632,110
13062,Online,2024-07-27 11:26:00,,509,102
13063,Credit Card,2024-07-27 11:50:00,,2567,105
13064,Online,2024-07-27 11:51:00,,3174,102
13065,Credit Card,2024-07-27 12:26:00,,3683,102
13066,Credit Card,2024-07-27 12:56:00,,2016,102
13067,Credit Card,2024-07-27 13:33:00,,4698,102
13068,Cash,2024-07-27 13:58:00,,4505,102
13069,Online,2024-07-27 14:05:00,,1893,110
13070,Credit Card,2024-07-27 14:13:00,,2599,103
13071,Credit Card,2024-07-27 14:18:00,,3979,106
13072,Credit Card,2024-07-27 14:44:00,,1952,103
13073,Cash,2024-07-27 15:19:00,,2286,106
13074,Credit Card,2024-07-27 15:31:00,,2901,103
13075,Cash,2024-07-27 15:48:00,,3979,110
13076,Online,2024-07-27 16:15:00,,2261,110
13077,Credit Card,2024-07-27 16:19:00,,3535,106
13078,Credit Card,2024-07-27 16:30:00,,3635,110
13079,Cash,2024-07-27 16:38:00,,3473,103
13080,Credit Card,2024-07-27 16:58:00,,4646,110
13081,Cash,2024-07-27 17:22:00,,928,103
13082,Credit Card,2024-07-27 17:31:00,,32,103
13083,Cash,2024-07-27 17:33:00,,37,103
13084,Credit Card,2024-07-27 17:34:00,,1398,103
13085,Credit Card,2024-07-27 17:35:00,,1097,110
13086,Cash,2024-07-27 17:37:00,,371,103
13087,Credit Card,2024-07-27 17:47:00,,3654,106
13088,Online,2024-07-27 18:27:00,,3843,106
13089,Cash,2024-07-27 18:39:00,,4056,106
13090,Credit Card,2024-07-27 19:19:00,,4815,106
13091,Credit Card,2024-07-27 19:44:00,,3021,110
13092,Credit Card,2024-07-27 19:44:00,,1893,106
13093,Credit Card,2024-07-27 19:50:00,,537,110
13094,Online,2024-07-27 20:22:00,,4509,103
13095,Credit Card,2024-07-27 20:41:00,,2877,110
13096,Credit Card,2024-07-27 20:56:00,,1097,110
13097,Cash,2024-07-28 07:18:00,,4586,108
13098,Cash,2024-07-28 07:19:00,,2458,107
13099,Credit Card,2024-07-28 07:26:00,,246,111
13100,Credit Card,2024-07-28 07:33:00,,1166,111
13101,Credit Card,2024-07-28 07:40:00,,1017,107
13102,Credit Card,2024-07-28 09:20:00,,4211,108
13103,Credit Card,2024-07-28 09:52:00,,961,111
13104,Credit Card,2024-07-28 10:02:00,,2269,108
13105,Credit Card,2024-07-28 10:39:00,,4885,108
13106,Cash,2024-07-28 10:41:00,,3654,107
13107,Credit Card,2024-07-28 10:44:00,,684,108
13108,Credit Card,2024-07-28 11:53:00,,101,107
13109,Cash,2024-07-28 12:37:00,,3972,108
13110,Credit Card,2024-07-28 12:46:00,,1039,107
13111,Credit Card,2024-07-28 12:49:00,,1503,111
13112,Online,2024-07-28 13:12:00,,4406,108
13113,Credit Card,2024-07-28 13:30:00,,1440,108
13114,Online,2024-07-28 13:33:00,,1091,107
13115,Credit Card,2024-07-28 13:58:00,,3830,107
13116,Credit Card,2024-07-28 14:06:00,,1188,109
13117,Credit Card,2024-07-28 14:29:00,,122,109
13118,Credit Card,2024-07-28 14:57:00,,103,111
13119,Credit Card,2024-07-28 14:58:00,,2692,109
13120,Cash,2024-07-28 15:10:00,,4387,103
13121,Cash,2024-07-28 15:57:00,,2089,103
13122,Credit Card,2024-07-28 16:13:00,,568,111
13123,Credit Card,2024-07-28 17:16:00,,2115,109
13124,Credit Card,2024-07-28 18:02:00,,4009,111
13125,Credit Card,2024-07-28 18:10:00,,4243,103
13126,Cash,2024-07-28 18:29:00,,4457,111
13127,Cash,2024-07-28 18:34:00,,1770,103
13128,Credit Card,2024-07-28 18:53:00,,3656,109
13129,Credit Card,2024-07-28 19:21:00,,3025,109
13130,Credit Card,2024-07-28 19:32:00,,1177,103
13131,Online,2024-07-28 20:05:00,,4014,109
13132,Credit Card,2024-07-29 08:13:00,,1692,101
13133,Credit Card,2024-07-29 09:47:00,,2893,101
13134,Online,2024-07-29 11:32:00,,4858,105
13135,Credit Card,2024-07-29 12:07:00,,2739,101
13136,Credit Card,2024-07-29 12:16:00,,2908,105
13137,Credit Card,2024-07-29 13:00:00,,4222,101
13138,Credit Card,2024-07-29 13:49:00,,3362,105
13139,Credit Card,2024-07-29 15:44:00,,228,107
13140,Online,2024-07-29 17:05:00,,2483,105
13141,Credit Card,2024-07-29 17:35:00,,1763,106
13142,Credit Card,2024-07-29 18:29:00,,3798,106
13143,Credit Card,2024-07-29 18:34:00,,3993,106
13144,Cash,2024-07-29 20:34:00,,4995,106
13145,Credit Card,2024-07-30 11:04:00,,240,112
13146,Online,2024-07-30 11:13:00,,4517,110
13147,Online,2024-07-30 11:38:00,,2426,105
13148,Credit Card,2024-07-30 11:56:00,,4032,110
13149,Credit Card,2024-07-30 12:10:00,,2412,110
13150,Credit Card,2024-07-30 12:32:00,,533,105
13151,Credit Card,2024-07-30 12:38:00,,769,112
13152,Credit Card,2024-07-30 15:16:00,,1811,101
13153,Credit Card,2024-07-30 15:44:00,,444,101
13154,Credit Card,2024-07-30 16:17:00,,4769,105
13155,Credit Card,2024-07-30 18:43:00,,877,103
13156,Credit Card,2024-07-30 20:56:00,,2909,101
13157,Credit Card,2024-07-31 07:56:00,,4286,111
13158,Credit Card,2024-07-31 07:58:00,,2596,111
13159,Online,2024-07-31 07:59:00,,3645,111
13160,Credit Card,2024-07-31 09:14:00,,2878,109
13161,Credit Card,2024-07-31 10:04:00,,3933,109
13162,Credit Card,2024-07-31 11:18:00,,4872,105
13163,Credit Card,2024-07-31 11:34:00,,3204,111
13164,Credit Card,2024-07-31 14:30:00,,2251,101
13165,Credit Card,2024-07-31 14:55:00,,3870,111
13166,Credit Card,2024-07-31 15:22:00,,2736,101
13167,Credit Card,2024-07-31 16:36:00,,1051,107
13168,Credit Card,2024-07-31 16:53:00,,3510,107
13169,Credit Card,2024-07-31 17:49:00,,3488,111
13170,Credit Card,2024-07-31 19:16:00,,2266,111
13171,Credit Card,2024-07-31 20:03:00,,134,111
13172,Credit Card,2024-08-01 07:08:00,,492,112
13173,Credit Card,2024-08-01 07:08:00,,2931,108
13174,Credit Card,2024-08-01 07:18:00,,4762,112
13175,Credit Card,2024-08-01 07:33:00,,3480,110
13176,Credit Card,2024-08-01 08:15:00,,2394,108
13177,Credit Card,2024-08-01 10:32:00,,3983,108
13178,Credit Card,2024-08-01 10:57:00,,3486,112
13179,Cash,2024-08-01 11:07:00,,67,112
13180,Credit Card,2024-08-01 11:11:00,,4620,108
13181,Credit Card,2024-08-01 11:20:00,,1099,108
13182,Credit Card,2024-08-01 12:49:00,,2822,112
13183,Online,2024-08-01 13:08:00,,1309,112
13184,Credit Card,2024-08-01 13:16:00,,4985,112
13185,Cash,2024-08-01 13:22:00,,2999,112
13186,Credit Card,2024-08-01 13:34:00,,1380,110
13187,Credit Card,2024-08-01 15:14:00,,2311,109
13188,Credit Card,2024-08-01 15:28:00,,4773,112
13189,Credit Card,2024-08-01 15:31:00,,4881,112
13190,Cash,2024-08-01 17:23:00,,3688,103
13191,Credit Card,2024-08-01 17:41:00,,642,112
13192,Credit Card,2024-08-01 18:35:00,,4886,109
13193,Credit Card,2024-08-01 18:51:00,,1044,112
13194,Credit Card,2024-08-01 19:14:00,,1021,109
13195,Cash,2024-08-02 07:02:00,,2766,103
13196,Online,2024-08-02 09:02:00,,3873,101
13197,Credit Card,2024-08-02 09:12:00,,4055,102
13198,Credit Card,2024-08-02 10:00:00,,1746,102
13199,Credit Card,2024-08-02 10:00:00,,698,103
13200,Credit Card,2024-08-02 11:38:00,,100,103
13201,Credit Card,2024-08-02 11:48:00,,122,101
13202,Credit Card,2024-08-02 12:16:00,,1494,102
13203,Credit Card,2024-08-02 12:43:00,,946,102
13204,Credit Card,2024-08-02 13:23:00,,1500,103
13205,Online,2024-08-02 13:38:00,,333,102
13206,Credit Card,2024-08-02 13:51:00,,2647,101
13207,Credit Card,2024-08-02 15:04:00,,1355,112
13208,Credit Card,2024-08-02 15:09:00,,4574,102
13209,Credit Card,2024-08-02 16:11:00,,1673,110
13210,Credit Card,2024-08-02 16:25:00,,3989,102
13211,Credit Card,2024-08-02 16:29:00,,627,102
13212,Cash,2024-08-02 17:05:00,,1479,102
13213,Cash,2024-08-02 17:23:00,,2927,110
13214,Online,2024-08-02 17:44:00,,2517,102
13215,Credit Card,2024-08-02 18:03:00,,461,102
13216,Cash,2024-08-02 19:36:00,,3298,102
13217,Credit Card,2024-08-02 19:39:00,,2810,110
13218,Cash,2024-08-02 20:00:00,,522,110
13219,Credit Card,2024-08-02 20:53:00,,2957,112
13220,Credit Card,2024-08-02 20:57:00,,1178,112
13221,Credit Card,2024-08-03 07:02:00,,4707,111
13222,Cash,2024-08-03 07:18:00,,2330,112
13223,Cash,2024-08-03 08:10:00,,3131,111
13224,Cash,2024-08-03 08:52:00,,3103,107
13225,Credit Card,2024-08-03 08:56:00,,907,111
13226,Credit Card,2024-08-03 09:18:00,,1425,107
13227,Credit Card,2024-08-03 09:22:00,,3593,112
13228,Credit Card,2024-08-03 09:31:00,,2507,112
13229,Credit Card,2024-08-03 09:40:00,,1777,112
13230,Online,2024-08-03 09:50:00,,669,111
13231,Credit Card,2024-08-03 10:14:00,,4779,112
13232,Credit Card,2024-08-03 10:54:00,,3923,111
13233,Credit Card,2024-08-03 11:23:00,,470,111
13234,Credit Card,2024-08-03 12:14:00,,4840,112
13235,Credit Card,2024-08-03 12:15:00,,1769,111
13236,Credit Card,2024-08-03 12:28:00,,1541,107
13237,Credit Card,2024-08-03 13:16:00,,95,112
13238,Credit Card,2024-08-03 13:40:00,,4573,111
13239,Credit Card,2024-08-03 13:40:00,,3567,107
13240,Credit Card,2024-08-03 13:53:00,,3668,111
13241,Online,2024-08-03 14:30:00,,3522,103
13242,Credit Card,2024-08-03 14:35:00,,1721,107
13243,Cash,2024-08-03 14:41:00,,200,103
13244,Credit Card,2024-08-03 14:59:00,,1507,101
13245,Credit Card,2024-08-03 15:04:00,,3681,101
13246,Credit Card,2024-08-03 15:31:00,,1618,101
13247,Credit Card,2024-08-03 15:43:00,,3638,107
13248,Credit Card,2024-08-03 15:49:00,,4572,101
13249,Credit Card,2024-08-03 16:39:00,,3211,107
13250,Credit Card,2024-08-03 16:44:00,,1076,103
13251,Credit Card,2024-08-03 16:57:00,,653,103
13252,Credit Card,2024-08-03 17:22:00,,2467,107
13253,Credit Card,2024-08-03 18:20:00,,4387,101
13254,Credit Card,2024-08-03 18:59:00,,3340,107
13255,Cash,2024-08-03 18:59:00,,4091,101
13256,Credit Card,2024-08-03 19:07:00,,1359,107
13257,Credit Card,2024-08-03 19:20:00,,2894,101
13258,Credit Card,2024-08-03 19:24:00,,1524,107
13259,Online,2024-08-03 19:33:00,,3168,103
13260,Online,2024-08-03 19:56:00,,2226,107
13261,Credit Card,2024-08-03 20:07:00,,475,103
13262,Credit Card,2024-08-03 20:10:00,,2726,101
13263,Credit Card,2024-08-03 20:27:00,,4724,103
13264,Online,2024-08-03 20:37:00,,4702,107
13265,Credit Card,2024-08-03 20:39:00,,3206,101
13266,Credit Card,2024-08-04 07:16:00,,303,101
13267,Credit Card,2024-08-04 07:20:00,,2008,111
13268,Credit Card,2024-08-04 08:22:00,,1056,105
13269,Credit Card,2024-08-04 08:35:00,,4708,105
13270,Credit Card,2024-08-04 09:13:00,,2924,105
13271,Credit Card,2024-08-04 09:39:00,,4578,105
13272,Credit Card,2024-08-04 10:02:00,,4200,105
13273,Credit Card,2024-08-04 10:07:00,,705,105
13274,Online,2024-08-04 10:26:00,,2362,101
13275,Online,2024-08-04 10:26:00,,56,111
13276,Credit Card,2024-08-04 10:31:00,,3984,101
13277,Credit Card,2024-08-04 10:46:00,,1070,105
13278,Cash,2024-08-04 11:06:00,,4752,101
13279,Cash,2024-08-04 11:11:00,,2097,111
13280,Credit Card,2024-08-04 11:47:00,,3903,105
13281,Credit Card,2024-08-04 12:08:00,,2966,111
13282,Credit Card,2024-08-04 12:20:00,,4741,111
13283,Online,2024-08-04 12:46:00,,2924,111
13284,Credit Card,2024-08-04 13:06:00,,2299,105
13285,Credit Card,2024-08-04 13:09:00,,4600,105
13286,Credit Card,2024-08-04 13:09:00,,2174,101
13287,Credit Card,2024-08-04 13:23:00,,4587,105
13288,Credit Card,2024-08-04 14:14:00,,661,105
13289,Cash,2024-08-04 14:46:00,,2012,103
13290,Credit Card,2024-08-04 15:28:00,,1532,103
13291,Credit Card,2024-08-04 15:31:00,,99,105
13292,Credit Card,2024-08-04 15:40:00,,2372,110
13293,Cash,2024-08-04 16:16:00,,4897,103
13294,Credit Card,2024-08-04 16:35:00,,423,105
13295,Credit Card,2024-08-04 17:06:00,,3904,103
13296,Credit Card,2024-08-04 17:09:00,,1926,110
13297,Credit Card,2024-08-04 17:17:00,,1811,103
13298,Credit Card,2024-08-04 18:08:00,,2130,103
13299,Credit Card,2024-08-04 19:27:00,,1848,105
13300,Credit Card,2024-08-04 19:42:00,,4164,105
13301,Cash,2024-08-04 19:44:00,,887,103
13302,Cash,2024-08-04 19:53:00,,3605,110
13303,Credit Card,2024-08-04 20:10:00,,4215,105
13304,Cash,2024-08-04 20:18:00,,4775,110
13305,Online,2024-08-04 20:52:00,,4570,105
13306,Credit Card,2024-08-04 20:59:00,,2366,103
13307,Credit Card,2024-08-05 07:11:00,,2418,102
13308,Credit Card,2024-08-05 08:19:00,,1772,102
13309,Cash,2024-08-05 09:55:00,,1268,108
13310,Credit Card,2024-08-05 12:20:00,,159,102
13311,Credit Card,2024-08-05 14:19:00,,3705,110
13312,Credit Card,2024-08-05 14:38:00,,643,111
13313,Credit Card,2024-08-05 14:58:00,,1634,110
13314,Credit Card,2024-08-05 15:20:00,,2757,111
13315,Credit Card,2024-08-05 16:37:00,,1705,110
13316,Cash,2024-08-05 17:07:00,,3576,102
13317,Online,2024-08-05 17:18:00,,1633,110
13318,Credit Card,2024-08-05 17:36:00,,1992,110
13319,Credit Card,2024-08-05 17:54:00,,2095,111
13320,Credit Card,2024-08-05 20:24:00,,4950,110
13321,Credit Card,2024-08-06 08:09:00,,2832,105
13322,Online,2024-08-06 09:00:00,,4358,105
13323,Online,2024-08-06 09:53:00,,2124,105
13324,Credit Card,2024-08-06 10:16:00,,3846,112
13325,Credit Card,2024-08-06 10:54:00,,1520,105
13326,Cash,2024-08-06 12:51:00,,4021,107
13327,Credit Card,2024-08-06 13:03:00,,4727,107
13328,Online,2024-08-06 14:37:00,,3450,104
13329,Cash,2024-08-06 16:07:00,,146,107
13330,Credit Card,2024-08-06 17:32:00,,277,104
13331,Cash,2024-08-06 19:18:00,,1539,107
13332,Cash,2024-08-07 08:00:00,,3320,112
13333,Credit Card,2024-08-07 08:16:00,,1536,111
13334,Online,2024-08-07 09:13:00,,3497,104
13335,Online,2024-08-07 09:21:00,,2362,104
13336,Credit Card,2024-08-07 09:42:00,,2929,111
13337,Credit Card,2024-08-07 09:51:00,,3857,111
13338,Credit Card,2024-08-07 10:03:00,,2903,111
13339,Credit Card,2024-08-07 12:07:00,,4681,111
13340,Credit Card,2024-08-07 12:17:00,,1818,112
13341,Credit Card,2024-08-07 13:49:00,,446,111
13342,Credit Card,2024-08-07 14:50:00,,135,109
13343,Credit Card,2024-08-07 14:57:00,,238,104
13344,Credit Card,2024-08-07 15:56:00,,4572,109
13345,Credit Card,2024-08-07 18:35:00,,1342,103
13346,Cash,2024-08-07 19:04:00,,212,104
13347,Credit Card,2024-08-08 07:15:00,,566,112
13348,Online,2024-08-08 07:26:00,,933,109
13349,Credit Card,2024-08-08 07:41:00,,4455,109
13350,Credit Card,2024-08-08 09:47:00,,562,109
13351,Cash,2024-08-08 09:58:00,,4662,112
13352,Credit Card,2024-08-08 10:10:00,,3016,103
13353,Cash,2024-08-08 10:41:00,,2784,112
13354,Cash,2024-08-08 10:55:00,,1949,109
13355,Credit Card,2024-08-08 11:04:00,,2847,103
13356,Credit Card,2024-08-08 11:48:00,,1425,109
13357,Credit Card,2024-08-08 11:55:00,,251,103
13358,Credit Card,2024-08-08 11:56:00,,1559,112
13359,Credit Card,2024-08-08 14:13:00,,2506,108
13360,Cash,2024-08-08 14:27:00,,1768,103
13361,Credit Card,2024-08-08 17:07:00,,3521,108
13362,Credit Card,2024-08-08 17:12:00,,3883,110
13363,Credit Card,2024-08-08 19:29:00,,3253,108
13364,Credit Card,2024-08-08 19:41:00,,2680,110
13365,Credit Card,2024-08-09 07:02:00,,4365,112
13366,Cash,2024-08-09 07:11:00,,3302,112
13367,Credit Card,2024-08-09 07:16:00,,3009,103
13368,Credit Card,2024-08-09 08:17:00,,3955,112
13369,Credit Card,2024-08-09 09:13:00,,2172,108
13370,Credit Card,2024-08-09 09:23:00,,4149,108
13371,Credit Card,2024-08-09 10:03:00,,1708,112
13372,Credit Card,2024-08-09 10:07:00,,569,112
13373,Cash,2024-08-09 10:38:00,,825,112
13374,Credit Card,2024-08-09 11:19:00,,1364,112
13375,Credit Card,2024-08-09 11:29:00,,2462,112
13376,Credit Card,2024-08-09 11:32:00,,2092,108
13377,Credit Card,2024-08-09 11:44:00,,2234,108
13378,Credit Card,2024-08-09 11:53:00,,4535,112
13379,Credit Card,2024-08-09 12:04:00,,3405,112
13380,Credit Card,2024-08-09 12:57:00,,3493,108
13381,Credit Card,2024-08-09 13:55:00,,1289,108
13382,Credit Card,2024-08-09 15:14:00,,3724,108
13383,Cash,2024-08-09 15:57:00,,4873,108
13384,Credit Card,2024-08-09 16:41:00,,792,108
13385,Credit Card,2024-08-09 17:05:00,,2983,110
13386,Credit Card,2024-08-09 17:07:00,,1695,108
13387,Cash,2024-08-09 17:17:00,,4061,108
13388,Credit Card,2024-08-09 17:36:00,,869,109
13389,Credit Card,2024-08-09 18:17:00,,973,110
13390,Credit Card,2024-08-09 18:18:00,,4857,108
13391,Online,2024-08-09 18:57:00,,2874,108
13392,Online,2024-08-09 19:17:00,,590,108
13393,Credit Card,2024-08-09 19:20:00,,3161,110
13394,Online,2024-08-09 19:54:00,,407,109
13395,Credit Card,2024-08-09 20:20:00,,2454,110
13396,Online,2024-08-09 20:25:00,,156,109
13397,Credit Card,2024-08-09 20:40:00,,3418,110
13398,Credit Card,2024-08-10 07:05:00,,2927,109
13399,Credit Card,2024-08-10 07:10:00,,2741,106
13400,Credit Card,2024-08-10 07:46:00,,3900,109
13401,Credit Card,2024-08-10 08:45:00,,1741,110
13402,Credit Card,2024-08-10 08:55:00,,4858,109
13403,Credit Card,2024-08-10 08:56:00,,2752,109
13404,Credit Card,2024-08-10 08:57:00,,636,110
13405,Credit Card,2024-08-10 09:11:00,,2143,110
13406,Online,2024-08-10 09:25:00,,4896,106
13407,Cash,2024-08-10 09:30:00,,588,109
13408,Online,2024-08-10 10:20:00,,4698,110
13409,Credit Card,2024-08-10 10:44:00,,2752,109
13410,Credit Card,2024-08-10 10:50:00,,4694,109
13411,Credit Card,2024-08-10 10:56:00,,4663,109
13412,Cash,2024-08-10 11:09:00,,4520,109
13413,Cash,2024-08-10 11:55:00,,4946,110
13414,Credit Card,2024-08-10 12:40:00,,4294,106
13415,Credit Card,2024-08-10 12:48:00,,199,109
13416,Credit Card,2024-08-10 13:23:00,,3430,106
13417,Credit Card,2024-08-10 14:00:00,,4057,109
13418,Credit Card,2024-08-10 14:13:00,,49,101
13419,Credit Card,2024-08-10 14:34:00,,2272,101
13420,Credit Card,2024-08-10 14:47:00,,956,101
13421,Credit Card,2024-08-10 15:58:00,,2159,107
13422,Cash,2024-08-10 17:23:00,,559,109
13423,Credit Card,2024-08-10 17:38:00,,4916,109
13424,Credit Card,2024-08-10 17:50:00,,94,109
