r_id,b_id
3615,315
3615,511
3616,125
3617,127
3618,215
3619,414
3620,504
3620,302
3620,403
3621,212
3621,513
3622,220
3622,213
3623,514
3624,205
3625,514
3626,401
3626,114
3627,601
3628,306
3629,515
3629,216
3629,502
3630,123
3631,102
3631,124
3632,122
3632,604
3633,210
3633,216
3633,311
3634,108
3634,207
3635,129
3636,309
3637,105
3638,201
3638,405
3639,202
3639,114
3640,208
3640,403
3640,118
3641,506
3642,407
3643,315
3644,110
3645,206
3646,129
3647,405
3648,604
3649,502
3650,108
3651,106
3652,118
3652,128
3653,216
3654,122
3654,501
3654,510
3655,413
3655,103
3655,402
3655,504
3656,310
3657,106
3658,111
3659,505
3660,302
3660,118
3660,403
3660,602
3661,410
3662,104
3662,128
3662,315
3663,123
3664,312
3665,308
3665,219
3666,605
3667,313
3668,601
3668,408
3669,304
3670,312
3671,512
3672,411
3673,129
3674,109
3674,123
3674,119
3675,214
3675,402
3675,601
3676,403
3677,218
3678,502
3679,604
3680,404
3680,211
3680,406
3681,110
3681,413
3682,124
3683,107
3684,505
3684,210
3684,503
3685,207
3685,512
3685,603
3685,501
3686,201
3687,206
3687,508
3688,406
3689,514
3689,413
3689,202
3689,109
3689,107
3690,102
3690,212
3691,511
3692,401
3693,402
3694,118
3695,115
3695,114
3695,511
3696,303
3697,513
3697,509
3698,302
3698,306
3698,220
3699,502
3699,206
3700,304
3701,219
3702,104
3702,123
3703,203
3704,208
3704,215
3705,505
3706,110
3707,313
3707,214
3708,303
3709,514
3709,402
3710,212
3710,127
3710,112
3711,604
3712,314
3712,503
3713,120
3714,502
3714,309
3715,129
3716,124
3717,101
3717,411
3718,501
3718,407
3719,214
3719,404
3720,512
3721,405
3722,508
3722,603
3723,118
3724,202
3725,410
3726,205
3726,505
3727,129
3728,304
3729,124
3730,408
3731,201
3731,107
3732,508
3732,406
3733,204
3733,306
3733,122
3733,218
3734,504
3735,507
3736,603
3737,311
3737,307
3737,214
3737,116
3738,205
3738,304
3739,512
3739,117
3740,127
3741,604
3742,129
3743,107
3744,503
3744,411
3745,514
3746,111
3747,127
3747,106
3747,211
3747,121
3748,202
3748,509
3749,117
3749,306
3749,205
3750,310
3750,602
3751,130
3752,113
3753,514
3754,213
3755,307
3756,401
3757,117
3758,128
3759,402
3759,115
3759,105
3760,409
3761,514
3762,106
3762,512
3763,110
3763,216
3763,206
3763,603
3764,410
3764,303
3765,109
3765,403
3766,407
3766,509
3767,107
3768,122
3769,219
3770,105
3770,406
3770,124
3770,601
3771,103
3772,602
3772,504
3773,309
3774,218
3774,202
3774,304
3775,127
3776,201
3776,303
3777,511
3777,513
3777,212
3778,511
3778,212
3779,104
3780,412
3780,204
3781,411
3781,103
3782,405
3782,219
3783,514
3784,312
3784,301
3785,115
3785,601
3786,203
3786,208
3787,207
3787,115
3787,506
3787,101
3788,204
3788,202
3789,201
3789,306
3789,127
3790,604
3791,207
3792,118
3793,410
3794,216
3794,126
3795,215
3795,301
3796,121
3797,220
3797,218
3798,302
3799,313
3800,605
3800,203
3800,217
3801,120
3801,218
3802,304
3802,314
3803,108
3803,213
3803,514
3804,505
3804,502
3804,128
3805,210
3806,106
3806,210
3806,119
3807,407
3807,406
3808,411
3808,310
3809,107
3810,109
3810,220
3811,119
3812,303
3812,122
3813,505
3814,402
3815,605
3815,306
3816,414
3817,604
3818,120
3819,124
3819,509
3819,211
3819,127
3820,312
3820,218
3820,602
3821,409
3822,309
3823,415
3823,601
3824,314
3824,129
3825,306
3825,203
3826,603
3827,507
3827,211
3827,514
3828,203
3829,313
3829,207
3830,116
3831,115
3831,511
3832,210
3832,504
3832,309
3833,216
3833,308
3834,410
3835,207
3836,515
3836,109
3836,508
3837,303
3838,118
3839,112
3840,408
3841,413
3842,601
3842,412
3843,219
3844,204
3844,111
3845,120
3846,301
3847,412
3848,117
3848,604
3848,511
3849,402
3850,210
3850,124
3851,309
3852,301
3852,605
3853,209
3853,512
3853,214
3853,124
3854,123
3855,106
3856,410
3857,113
3857,502
3858,414
3858,205
3859,110
3860,407
3860,304
3861,304
3862,305
3862,513
3863,209
3864,126
3864,505
3865,502
3866,310
3866,302
3866,103
3866,216
3867,125
3867,414
3868,309
3869,510
3870,128
3871,206
3872,108
3872,403
3872,117
3872,413
3873,311
3874,414
3875,212
3876,411
3877,114
3877,303
3878,118
3879,308
3879,502
3880,110
3881,212
3882,507
3883,202
3883,514
3884,212
3885,505
3886,303
3887,409
3887,106
3887,220
3888,101
3888,408
3888,208
3889,313
3889,206
3889,603
3889,130
3889,210
3890,306
3890,415
3890,411
3891,509
3891,215
3892,213
3893,304
3894,102
3895,210
3896,411
3896,211
3897,106
3898,217
3899,506
3899,311
3900,120
3901,118
3901,110
3901,111
3901,103
3902,513
3903,125
3903,114
3903,312
3903,505
3904,401
3905,126
3906,510
3906,121
3907,216
3908,304
3908,407
3909,205
3910,209
3910,410
3911,109
3912,118
3913,105
3914,124
3914,507
3915,129
3916,306
3917,130
3918,313
3918,409
3918,112
3919,515
3920,407
3920,312
3921,114
3921,202
3922,120
3922,308
3923,315
3924,204
3925,506
3926,109
3927,306
3928,308
3928,106
3929,215
3930,118
3931,308
3931,217
3932,110
3933,508
3934,220
3934,126
3934,601
3935,205
3936,308
3936,505
3936,605
3937,115
3937,515
3938,510
3939,109
3939,203
3940,121
3941,129
3941,602
3942,218
3943,312
3944,514
3945,506
3945,220
3946,106
3946,510
3947,216
3948,201
3948,212
3949,120
3950,407
3950,409
3950,102
3951,313
3951,116
3952,103
3953,209
3954,218
3955,120
3956,115
3956,205
3957,121
3958,216
3959,401
3959,130
3960,104
3961,514
3962,310
3963,415
3964,113
3964,403
3965,110
3966,512
3966,513
3966,403
3967,121
3967,123
3967,215
3968,102
3968,118
3969,503
3969,117
3969,129
3969,413
3970,220
3971,208
3971,201
3971,113
3971,301
3972,213
3973,128
3974,604
3975,512
3976,407
3976,213
3976,119
3976,504
3977,502
3978,301
3979,405
3979,503
3979,507
3979,128
3980,117
3981,414
3981,109
3981,305
3982,127
3983,509
3984,414
3984,217
3985,212
3986,119
3986,501
3987,207
3987,210
3987,110
3987,503
3988,313
3988,104
3989,202
3990,128
3990,411
3991,303
3991,401
3992,218
3992,308
3993,510
3993,515
3993,111
3993,414
3994,312
3994,204
3995,412
3996,126
3996,116
3996,113
3997,112
3998,503
3998,106
3998,313
3998,208
3999,217
4000,214
4001,504
4002,106
4002,401
4002,506
4003,109
4003,414
4004,115
4005,119
4006,301
4007,126
4008,105
4009,307
4010,205
4010,415
4010,510
4011,220
4011,501
4011,108
4012,103
4013,308
4014,411
4015,117
4015,130
4016,126
4017,313
4017,514
4017,118
4018,309
4018,501
4019,303
4019,605
4019,117
4019,603
4020,114
4021,311
4022,315
4023,301
4024,313
4024,501
4025,603
4025,406
4025,129
4026,213
4027,115
4028,304
4028,308
4028,215
4029,404
4030,506
4031,510
4032,107
4033,114
4034,219
4035,106
4036,409
4036,502
4037,204
4038,601
4038,413
4038,511
4039,220
4040,415
4041,215
4042,112
4043,213
4044,123
4044,514
4045,114
4045,603
4046,510
4047,105
4048,117
4049,206
4049,104
4049,211
4050,502
4050,202
4050,508
4051,101
4051,118
4052,121
4052,113
4052,603
4053,409
4053,203
4054,128
4054,210
4054,308
4054,220
4055,408
4056,413
4057,312
4058,116
4059,510
4059,310
4060,502
4060,603
4060,117
4061,308
4062,401
4063,220
4064,414
4064,509
4065,602
4066,112
4067,508
4068,302
4069,502
4070,206
4070,123
4070,415
4070,213
4071,202
4071,503
4071,201
4072,116
4073,111
4073,511
4073,409
4074,113
4075,513
4076,508
4076,217
4077,602
4078,107
4079,102
4080,128
4081,124
4081,108
4082,310
4083,109
4084,206
4085,602
4085,507
4085,406
4086,301
4087,312
4088,410
4089,506
4089,101
4090,503
4090,114
4091,406
4092,515
4092,204
4093,511
4093,102
4094,122
4094,407
4095,415
4095,401
4096,413
4096,103
4097,310
4098,605
4098,129
4099,408
4099,102
4099,107
4100,206
4100,127
4101,106
4102,307
4102,306
4102,220
4103,128
4104,116
4105,412
4105,415
4106,408
4106,301
4107,602
4108,207
4108,118
4109,113
4110,213
4110,402
4111,311
4112,515
4113,602
4114,605
4115,310
4115,128
4116,102
4117,110
4118,113
4118,410
4119,404
4120,505
4121,401
4121,126
4122,216
4123,205
4124,401
4125,302
4126,217
4126,407
4127,404
4127,101
4127,311
4128,120
4129,407
4129,113
4129,211
4130,122
4131,304
4132,513
4132,106
4132,109
4133,409
4134,508
4134,407
4135,506
4136,112
4137,106
4137,414
4137,124
4138,509
4138,505
4139,126
4139,125
4140,402
4140,513
4141,404
4142,113
4143,306
4143,211
4144,311
4145,104
4146,114
4147,502
4147,103
4147,302
4147,404
4148,114
4149,121
4149,411
4150,116
4151,402
4152,305
4152,407
4153,304
4153,505
4153,217
4153,101
4154,201
4155,117
4155,307
4156,601
4157,301
4158,309
4159,308
4159,604
4160,127
4160,104
4160,206
4160,109
4160,123
4161,208
4162,603
4163,204
4164,514
4165,509
4166,314
4167,506
4168,218
4169,216
4170,514
4171,112
4172,501
4172,512
4173,406
4173,505
4173,408
4174,218
4174,113
4175,208
4175,407
4176,126
4177,302
4177,109
4177,313
4178,406
4178,110
4179,602
4179,413
4180,309
4180,311
4181,107
4182,605
4182,604
4183,506
4183,309
4184,512
4184,502
4185,407
4186,126
4187,110
4188,217
4189,312
4189,604
4189,503
4190,411
4191,205
4192,215
4193,112
4194,127
4194,412
4195,101
4196,508
4196,403
4196,514
4197,126
4198,404
4198,216
4199,105
4199,102
4199,206
4200,506
4201,218
4202,130
4203,305
4204,114
4205,507
4206,107
4206,215
4207,410
4208,412
4209,310
4210,119
4210,409
4211,130
4212,111
4212,102
4213,603
4214,502
4215,504
4215,208
4216,507
4216,406
4217,211
4218,217
4218,117
4218,307
4219,413
4220,407
4220,511
4221,605
4221,402
4222,314
4222,301
4222,603
4222,401
4223,112
4224,215
4224,410
4224,116
4225,220
4225,204
4225,507
4226,121
4227,119
4227,202
4228,404
4229,403
4230,207
4231,313
4231,312
4231,211
4232,308
4233,510
4234,209
4235,127
4235,506
4236,203
4237,111
4238,311
4239,115
4239,207
4240,108
4241,106
4241,412
4242,125
4243,211
4243,206
4243,111
4243,505
4244,309
4244,105
4245,312
4246,120
4246,513
4247,405
4248,109
4248,305
4248,413
4248,209
4249,111
4249,406
4250,303
4251,503
4252,108
4252,513
4253,108
4254,306
4255,125
4255,407
4256,116
4256,107
4257,102
4258,216
4258,312
4258,412
4258,111
4259,208
4259,505
4259,210
4260,403
4261,112
4262,204
4263,102
4263,503
4264,504
4264,105
4265,211
4266,511
4266,220
4266,508
4267,205
4267,511
4268,115
4269,310
4270,314
4271,605
4271,102
4271,509
4272,216
4273,126
4273,510
4274,603
4275,412
4276,212
4276,110
4277,312
4278,127
4278,501
4278,201
4279,119
4280,218
4280,407
4280,213
4281,305
4282,309
4283,114
4283,219
4284,202
4285,510
4285,504
4286,214
4286,209
4286,508
4286,201
4287,602
4288,310
4289,603
4290,305
4291,410
4292,219
4293,107
4293,127
4294,501
4295,219
4296,207
4297,509
4297,212
4297,514
4298,409
4299,304
4300,411
4301,107
4302,404
4302,210
4303,117
4304,504
4304,301
4305,313
4306,126
4306,514
4307,306
4308,307
4309,120
4309,605
4310,210
4310,202
4311,405
4311,506
4311,414
4312,515
4313,508
4313,602
4313,407
4314,413
4315,404
4315,310
4316,502
4316,603
4317,315
4318,408
4318,306
4318,405
4319,126
4320,414
4321,212
4322,115
4323,510
4323,219
4323,307
4324,202
4324,409
4324,208
4325,101
4325,605
4326,122
4327,123
4328,111
4329,313
4329,219
4330,307
4331,218
4332,211
4332,128
4333,408
4334,508
4334,507
4334,206
4335,116
4335,130
4336,411
4337,506
4338,130
4338,402
4339,210
4340,409
4340,513
4341,515
4342,123
4342,205
4343,108
4344,602
4345,307
4346,220
4346,303
4346,112
4347,313
4348,510
4348,502
4349,122
4349,210
4349,403
4350,115
4351,403
4352,212
4352,505
4352,111
4352,207
4353,301
4353,305
4354,409
4355,213
4356,111
4356,208
4357,502
4358,503
4359,407
4360,514
4361,130
4362,311
4363,312
4364,209
4364,127
4364,309
4365,220
4366,122
4367,202
4368,409
4369,110
4369,405
4369,111
4370,118
4371,603
4372,511
4372,127
4373,604
4374,315
4374,604
4375,203
4376,110
4377,603
4378,109
4379,112
4380,215
4381,402
4381,205
4381,405
4382,401
4382,512
4382,124
4383,414
4384,408
4385,412
4385,211
4386,205
4387,112
4387,303
4388,122
4388,202
4388,209
4388,103
4389,507
4389,126
4389,125
4389,120
4390,514
4391,601
4391,515
4391,201
4392,101
4392,107
4392,511
4393,206
4393,508
4394,307
4394,103
4395,415
4395,402
4396,405
4397,412
4398,205
4399,306
4399,407
4399,508
4399,502
4399,106
4400,127
4401,119
4401,102
4402,121
4403,307
4404,410
4404,409
4405,213
4405,601
4405,603
4406,124
4407,127
4407,310
4408,130
4409,126
4409,208
4410,205
4410,304
4411,123
4412,215
4413,120
4414,309
4415,502
4416,105
4417,509
4417,303
4418,304
4418,209
4419,505
4420,302
4421,406
4422,411
4423,308
4424,212
4424,401
4425,126
4425,505
4426,114
4427,124
4427,406
4428,206
4428,312
4429,118
4430,210
4431,126
4432,602
4433,413
4434,512
4435,507
4435,122
4436,511
4437,503
4438,211
4439,602
4440,207
4440,310
4440,504
4440,109
4441,211
4442,310
4442,313
4443,129
4444,218
4444,213
4444,219
4445,514
4446,101
4447,406
4447,304
4448,126
4448,404
4449,215
4449,210
4450,313
4450,309
4451,601
4452,116
4453,204
4454,127
4455,308
4455,120
4456,102
4456,412
4457,104
4458,217
4459,206
4459,502
4459,208
4460,220
4460,115
4461,306
4462,114
4463,509
4463,603
4464,127
4464,413
4465,116
4466,109
4466,118
4466,313
4467,108
4468,128
4469,118
4469,124
4470,514
4471,120
4471,407
4471,314
4471,117
4472,503
4473,103
4474,511
4474,415
4475,506
4476,125
4477,214
4478,130
4478,602
4479,105
4480,315
4480,510
4481,504
4482,404
4482,605
4482,113
4482,314
4483,201
4484,110
4485,218
4486,309
4486,601
4487,511
4487,401
4488,415
4489,128
4490,502
4490,110
4490,124
4491,215
4492,212
4492,117
4492,412
4493,107
4494,313
4494,510
4495,509
4495,109
4496,113
4497,216
4497,307
4497,601
4498,302
4498,404
4499,510
4500,211
4501,121
4501,101
4501,213
4502,313
4503,302
4503,214
4503,505
4504,118
4504,207
4505,601
4506,130
4507,603
4508,109
4508,220
4509,204
4509,515
4510,410
4511,603
4511,501
4512,208
4512,513
4513,301
4514,212
4515,414
4515,111
4516,503
4516,410
4516,603
4517,407
4517,219
4518,312
4519,104
4519,116
4520,109
4520,514
4520,507
4521,406
4521,305
4521,115
4522,115
4523,213
4523,110
4523,123
4524,113
4524,312
4525,305
4526,204
4527,411
4527,205
4528,605
4529,514
4530,302
4531,515
4531,126
4531,104
4531,105
4532,410
4533,514
4534,120
4535,512
4535,110
4535,121
4535,211
4536,112
4537,129
4538,310
4539,209
4540,501
4540,304
4541,303
4542,305
4543,314
4543,604
4544,401
4545,207
4545,111
4546,412
4546,312
4546,513
4547,104
4547,113
4548,101
4548,214
4549,125
4550,505
4550,111
4550,515
4551,212
4552,413
4552,101
4552,129
4552,503
4553,114
4554,118
4555,601
4556,310
4556,127
4556,118
4557,309
4558,211
4559,107
4559,215
4559,109
4560,502
4561,106
4562,301
4562,511
4563,410
4563,218
4564,501
4564,214
4565,127
4566,109
4566,213
4566,204
4566,110
4567,117
4567,512
4567,114
4568,105
4568,406
4569,505
4569,312
4570,209
4571,511
4572,315
4573,405
4574,408
4575,411
4575,311
4576,120
4576,215
4576,308
4577,119
4577,415
4578,117
4579,203
4579,313
4580,126
4580,103
4581,511
4581,129
4582,403
4583,415
4584,410
4584,208
4585,413
4585,207
4586,312
4586,512
4586,603
4587,513
4587,507
4588,105
4588,115
4588,101
4589,220
4590,128
4591,410
4592,103
4592,212
4592,509
4593,602
4593,211
4593,117
4593,301
4594,121
4595,211
4595,501
4596,311
4597,108
4598,307
4598,604
4599,118
4600,410
4601,411
4601,404
4602,130
4603,314
4604,404
4605,108
4605,510
4606,211
4607,123
4607,502
4608,602
4609,312
4610,504
4611,515
4611,401
4612,503
4612,501
4612,408
4613,103
4614,205
4615,508
4615,407
4616,116
4617,208
4617,214
4617,106
4618,505
4618,605
4619,410
4620,106
4621,414
4621,111
4621,207
4622,113
4622,105
4622,302
4623,513
4623,202
4624,407
4625,212
4626,214
4626,121
4627,415
4628,501
4629,210
4629,104
4629,305
4630,512
4631,407
4632,126
4632,301
4633,125
4633,511
4634,408
4635,508
4635,410
4636,303
4636,122
4636,214
4636,313
4637,208
4638,304
4639,301
4639,120
4639,113
4640,209
4640,409
4641,128
4642,605
4642,117
4643,405
4644,124
4644,114
4645,102
4646,513
4646,313
4647,104
4648,506
4649,415
4649,116
4650,104
4650,208
4651,213
4652,127
4653,409
4654,604
4655,306
4655,512
4656,314
4657,304
4658,218
4659,117
4660,302
4661,402
4661,128
4662,219
4662,404
4662,104
4663,104
4663,113
4664,405
4665,511
4666,204
4667,129
4668,506
4668,301
4668,509
4668,121
4669,312
4669,414
4669,201
4670,120
4671,201
4672,214
4673,126
4674,104
4675,604
4675,213
4675,212
4675,405
4676,107
4677,315
4678,303
4679,203
4680,208
4680,213
4681,201
4682,506
4683,411
4684,215
4684,111
4685,120
4685,210
4686,109
4687,113
4688,202
4688,106
4689,513
4689,204
4690,113
4691,106
4691,314
4692,602
4692,311
4692,210
4693,407
4694,220
4694,122
4695,602
4696,507
4697,116
4698,123
4699,212
4699,302
4700,125
4700,130
4701,215
4702,312
4702,208
4703,404
4703,219
4704,407
4705,305
4706,605
4706,121
4707,501
4707,313
4708,509
4709,407
4710,122
4711,503
4711,109
4712,125
4712,112
4712,512
4713,107
4713,501
4714,407
4715,115
4715,507
4715,511
4715,401
4716,130
4717,405
4718,506
4719,220
4720,127
4721,111
4722,306
4723,501
4724,512
4725,313
4726,314
4726,206
4727,107
4728,406
4728,309
4729,208
4730,505
4731,124
4732,203
4733,119
4734,205
4734,111
4735,120
4736,505
4736,112
4737,210
4738,603
4738,118
4739,305
4740,601
4741,515
4741,213
4742,220
4743,216
4744,107
4744,114
4745,302
4745,105
4745,204
4746,122
4747,310
4747,112
4748,116
4748,207
4749,128
4750,106
4750,313
4751,112
4752,121
4753,407
4754,512
4755,210
4756,113
4757,401
4758,115
4759,217
4760,515
4761,127
4761,503
4761,220
4762,206
4763,314
4763,605
4763,510
4764,604
4764,304
4765,403
4766,511
4766,205
4766,207
4766,301
4767,305
4768,205
4768,107
4768,130
4769,312
4770,601
4770,502
4771,412
4771,110
4772,313
4773,207
4774,210
4774,513
4775,506
4775,503
4775,216
4776,111
4776,313
4776,404
4776,203
4777,116
4777,218
4777,408
4777,208
4778,108
4779,310
4780,112
4781,314
4782,214
4782,508
4783,502
4783,128
4784,207
4785,305
4785,406
4785,126
4786,605
4786,311
4786,411
4787,603
4787,103
4788,105
4789,206
4790,510
4790,122
4791,216
4792,404
4792,415
4792,414
4793,413
4793,507
4793,121
4794,403
4795,120
4795,212
4796,409
4796,408
4797,208
4798,202
4798,101
4799,508
4800,501
4801,202
4802,509
4802,511
4803,218
4803,215
4803,413
4804,310
4805,207
4805,305
4806,116
4807,310
4808,415
4808,213
4808,216
4809,206
4809,503
4810,203
4810,214
4811,114
4812,117
4812,408
4813,410
4813,603
4814,216
4815,603
4815,502
4816,415
4816,402
4816,127
4817,204
4818,303
4819,406
4819,212
4820,119
4821,503
4821,511
4821,215
4822,101
4822,108
4822,605
4823,119
4823,214
4824,216
4824,106
4824,206
4824,412
4825,506
4826,119
4827,109
4828,301
4829,212
4830,205
4831,510
4832,301
4833,115
4833,219
4834,215
4834,210
4835,307
4835,309
4836,213
4836,308
4837,605
4838,117
4839,205
4840,105
4840,116
4841,405
4841,108
4842,504
4842,601
4843,404
4843,403
4843,602
4844,126
4845,314
4846,102
4847,310
4848,306
4848,308
4849,123
4850,511
4851,115
4851,503
4851,407
4852,213
4853,512
4853,602
4853,312
4853,116
4854,126
4854,215
4854,504
4855,510
4856,124
4857,206
4858,507
4858,415
4858,213
4859,110
4859,202
4860,314
4861,411
4862,302
4863,601
4864,111
4865,218
4866,405
4867,304
4867,409
4868,514
4869,116
4870,117
4871,405
4872,102
4872,413
4873,217
4874,503
4875,202
4876,120
4877,212
4877,512
4878,126
4879,202
4880,413
4880,415
4880,213
4881,603
4881,121
4882,202
4882,216
4883,403
4883,217
4884,124
4884,310
4885,512
4885,117
4885,215
4886,315
4886,305
4886,213
4887,125
4887,407
4888,406
4888,129
4888,106
4889,412
4890,403
4891,211
4892,102
4892,314
4893,208
4893,120
4894,117
4895,106
4895,509
4896,216
4897,602
4897,212
4897,202
4898,303
4898,514
4898,201
4898,405
4899,311
4899,507
4899,107
4900,216
4900,217
4901,308
4901,402
4902,314
4902,125
4903,123
4904,219
4905,406
4905,505
4905,108
4906,411
4906,511
4907,211
4908,407
4908,130
4908,408
4909,127
4910,104
4911,114
4912,402
4912,315
4912,302
4912,210
4913,128
4914,411
4914,303
4915,315
4916,107
4916,119
4917,110
4917,512
4918,123
4919,406
4919,413
4920,129
4921,414
4922,220
4922,515
4923,219
4923,112
4924,509
4924,210
4924,118
4925,125
4925,130
4925,515
4926,303
4926,206
4927,512
4928,103
4929,404
4930,510
4931,514
4932,506
4933,104
4934,120
4935,213
4936,601
4936,605
4936,209
4937,126
4938,208
4939,604
4940,512
4941,403
4941,205
4942,216
4943,301
4943,305
4943,112
4944,106
4944,129
4944,414
4945,308
4945,101
4945,315
4946,502
4947,413
4947,211
4948,114
4949,515
4950,605
4951,407
4951,314
4952,211
4953,313
4953,305
4953,602
4954,101
4954,119
4955,514
4956,511
4956,508
4957,502
4957,504
4958,409
4958,404
4959,124
4960,204
4961,515
4961,213
4961,307
4962,214
4963,601
4964,106
4965,509
4966,502
4967,123
4968,513
4969,313
4969,103
4969,315
4970,409
4970,413
4970,206
4971,217
4972,604
4973,113
4974,402
4975,605
4976,116
4976,303
4977,129
4977,505
4977,108
4978,109
4979,510
4980,205
4980,113
4980,209
4981,503
4982,507
4983,215
4984,219
4984,507
4984,118
4984,604
4985,603
4986,205
4986,412
4986,313
4987,307
4988,401
4989,315
4989,209
4990,603
4991,122
4991,306
4991,216
4992,220
4992,303
4993,409
4993,311
4994,405
4995,114
4996,206
4996,112
4997,415
4997,306
4998,205
4998,106
4999,112
5000,116
5001,126
5002,404
5002,506
5002,310
5003,206
5004,312
5005,504
5006,306
5007,503
5008,301
5008,409
5009,509
5009,505
5010,216
5010,303
5011,407
5012,104
5013,304
5013,219
5014,508
5015,408
5015,309
5016,409
5016,128
5016,515
5017,404
5017,119
5017,213
5018,207
5018,304
5019,301
5019,405
5020,413
5021,107
5022,129
5022,315
5023,505
5024,404
5024,103
5024,207
5025,126
5026,208
5026,508
5026,218
5027,406
5028,113
5029,308
5030,114
5030,127
5031,505
5032,113
5032,204
5033,203
5033,509
5034,105
5035,207
5036,313
5036,314
5037,210
5038,304
5039,503
5040,310
5040,123
5040,220
5041,102
5042,203
5042,104
5042,411
5043,211
5044,210
5044,125
5045,201
5045,208
5045,505
5046,206
5047,502
5047,216
5048,313
5048,409
5048,603
5049,107
5049,214
5050,414
5051,303
5052,129
5053,304
5053,205
5054,514
5054,412
5055,213
5055,301
5056,515
5057,512
5057,415
5058,301
5059,201
5059,102
5060,109
5061,509
5061,124
5062,107
5063,604
5064,105
5064,301
5064,411
5065,101
5066,310
5067,122
5068,603
5068,126
5069,602
5069,503
5069,507
5069,304
5070,201
5071,129
5072,117
5073,407
5073,415
5074,128
5074,209
5074,217
5075,306
5075,310
5076,504
5077,129
5078,128
5079,130
5080,410
5080,513
5080,115
5081,213
5082,603
5082,209
5082,205
5083,216
5083,412
5084,113
5084,302
5085,602
5086,511
5087,120
5088,101
5089,116
5089,601
5090,415
5090,303
5091,313
5092,114
5092,403
5092,103
5093,201
5093,203
5093,405
5094,504
5095,122
5096,201
5097,602
5098,122
5098,604
5099,401
5100,113
5101,407
5102,401
5103,130
5104,510
5105,308
5105,413
5106,505
5106,402
5107,511
5108,513
5108,125
5109,409
5109,408
5109,214
5110,311
5110,603
5111,203
5112,515
5112,404
5112,206
5113,101
5114,210
5115,406
5115,413
5116,112
5116,502
5117,108
5117,212
5118,506
5118,604
5118,312
5118,119
5118,127
5118,415
5118,412
5119,502
5120,306
5120,206
5121,213
5122,108
5122,515
5123,112
5124,113
5125,603
5125,117
5126,111
5126,105
5126,127
5127,507
5127,207
5128,302
5128,108
5128,304
5129,402
5130,208
5131,311
5131,116
5131,220
5132,210
5133,312
5133,215
5134,217
5135,514
5136,129
5136,305
5136,214
5136,113
5137,313
5138,309
5138,207
5139,515
5140,216
5141,501
5141,405
5141,112
5142,410
5143,502
5143,110
5144,120
5144,220
5145,415
5145,507
5146,215
5147,218
5147,106
5148,505
5148,205
5149,202
5150,211
5150,407
5150,603
5151,406
5151,604
5152,107
5152,411
5152,408
5153,307
5153,304
5154,407
5154,106
5155,412
5156,601
5156,507
5157,128
5157,120
5158,510
5159,513
5160,106
5160,115
5160,310
5161,401
5161,511
5162,206
5162,110
5163,121
5163,215
5163,412
5164,125
5165,120
5165,307
5166,112
5167,315
5168,311
5168,203
5168,302
5169,302
5170,508
5171,403
5172,106
5173,216
5174,212
5175,117
5176,409
5177,119
5178,505
5179,102
5179,101
5180,217
5180,601
5180,503
5180,208
5181,506
5182,303
5183,216
5183,409
5184,202
5185,110
5186,411
5187,214
5187,125
5188,125
5189,511
5190,309
5191,214
5191,304
5192,311
5193,102
5193,308
5194,506
5195,313
5195,210
5195,208
5196,502
5196,603
5196,108
5197,106
5198,114
5198,130
5199,602
5199,207
5200,211
5201,315
5202,512
5203,120
5204,215
5205,405
5206,104
5207,110
5207,218
5208,414
5209,401
5210,601
5211,307
5212,306
5213,305
5213,414
5214,505
5215,502
5216,511
5216,307
5217,104
5217,112
5218,312
5219,201
5220,103
5221,130
5222,412
5223,128
5224,129
5224,206
5225,502
5226,514
5227,509
5228,129
5229,107
5230,502
5231,504
5232,206
5233,203
5234,126
5234,113
5234,208
5234,102
5235,314
5236,101
5236,128
5237,218
5238,315
5239,208
5239,122
5240,301
5240,412
5241,409
5242,513
5242,213
5243,303
5243,106
5243,109
5244,503
5245,111
5246,510
5247,211
5248,306
5249,305
5249,219
5249,512
5250,402
5251,108
5251,208
5252,220
5253,604
5253,402
5253,605
5254,315
5255,213
5256,220
5257,118
5258,107
5259,116
5260,303
5261,604
5261,112
5262,120
5263,501
5264,315
5264,312
5265,211
5265,415
5265,201
5266,122
5267,211
5268,505
5269,202
5270,107
5271,510
5271,309
5272,124
5272,501
5272,506
5272,306
5273,601
5274,219
5275,411
5276,101
5276,604
5277,305
5278,508
5279,115
5280,413
5280,113
5280,215
5281,506
5282,310
5283,110
5284,123
5284,126
5285,217
5285,220
5286,401
5286,311
5287,511
5287,104
5288,108
5289,506
5289,406
5289,216
5290,410
5290,112
5291,406
5291,311
5292,107
5292,122
5293,414
5294,508
5295,514
5296,123
5297,127
5297,412
5297,513
5298,210
5298,413
5299,110
5299,212
5299,201
5300,213
5301,501
5302,509
5302,114
5302,306
5303,302
5304,104
5305,309
5305,112
5306,303
5306,116
5307,128
5307,310
5308,113
5309,215
5310,503
5311,127
5311,407
5312,120
5313,125
5314,404
5315,206
5316,215
5316,506
5317,101
5317,120
5318,406
5318,121
5318,604
5319,210
5320,603
5320,402
5321,313
5322,203
5322,506
5323,310
5324,413
5324,303
5325,208
5325,201
5325,125
5326,409
5327,304
5328,104
5329,511
5330,208
5331,514
5332,501
5333,209
5334,513
5335,214
5336,114
5336,207
5336,306
5337,125
5338,124
5338,401
5339,509
5339,404
